Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDG46,OUT018,1564.0
DRC01,OUT010,-1053.0
FDB15,OUT027,5571.0
NCA17,OUT027,3843.0
FDF10,OUT046,2391.0
FDR26,OUT027,4281.0
FDI02,OUT049,1927.0
NCM54,OUT010,111.0
FDF14,OUT013,2438.0
FDJ33,OUT010,37.0
FDM20,OUT035,4065.0
FDC03,OUT027,4587.0
NCX05,OUT046,1833.0
NCM41,OUT027,2919.0
NCU29,OUT010,427.0
FDQ59,OUT017,1509.0
FDH46,OUT010,-235.0
FDH09,OUT013,862.0
NCD06,OUT045,729.0
FDC15,OUT035,2597.0
DRD37,OUT027,2203.0
FDT28,OUT027,3815.0
FDR28,OUT027,4099.0
FDT38,OUT017,1489.0
FDV34,OUT027,2723.0
FDY52,OUT035,1209.0
FDB34,OUT013,1414.0
DRL23,OUT018,1402.0
DRB24,OUT046,2459.0
FDJ50,OUT046,896.0
FDQ49,OUT035,2677.0
FDP20,OUT035,2161.0
FDV19,OUT027,4023.0
NCR54,OUT045,3081.0
FDO09,OUT010,2225.0
FDS57,OUT018,1980.0
FDN10,OUT049,1991.0
FDV23,OUT049,2095.0
FDY28,OUT049,3539.0
DRG51,OUT013,2602.0
FDD45,OUT019,-416.0
NCL18,OUT027,4447.0
NCM29,OUT013,2098.0
FDF17,OUT027,4555.0
FDE22,OUT017,2661.0
FDQ22,OUT017,737.0
FDS01,OUT013,2886.0
FDW35,OUT027,2159.0
FDJ33,OUT046,2017.0
NCF54,OUT035,2877.0
FDE09,OUT013,1794.0
NCE06,OUT045,2513.0
DRH49,OUT049,1415.0
FDY43,OUT045,2693.0
NCT05,OUT017,4117.0
FDZ34,OUT045,3037.0
FDL38,OUT017,1561.0
FDZ31,OUT017,3157.0
FDR14,OUT035,1037.0
NCN54,OUT049,1371.0
NCC42,OUT027,3659.0
FDK08,OUT017,1725.0
FDP59,OUT013,1758.0
FDV22,OUT035,2725.0
FDD33,OUT035,3869.0
DRE60,OUT027,4989.0
FDK52,OUT046,3593.0
FDA02,OUT017,2477.0
FDM56,OUT049,1851.0
FDE57,OUT035,2429.0
FDM32,OUT045,1445.0
NCQ30,OUT027,3375.0
FDQ27,OUT027,3181.0
FDT60,OUT027,3423.0
FDU43,OUT049,3955.0
NCO55,OUT035,1845.0
FDG02,OUT045,3025.0
FDJ28,OUT013,3062.0
FDP40,OUT045,1829.0
FDJ38,OUT045,3065.0
NCC54,OUT017,3877.0
NCZ41,OUT046,2007.0
FDK38,OUT019,420.0
FDU52,OUT013,2490.0
FDC40,OUT046,1286.0
NCR30,OUT017,1285.0
NCN18,OUT017,1877.0
FDB50,OUT035,1401.0
FDG04,OUT013,3018.0
FDR26,OUT035,2981.0
NCT17,OUT018,2692.0
FDX35,OUT027,5073.0
FDS12,OUT046,1989.0
NCZ29,OUT027,3431.0
FDB38,OUT010,739.0
FDP12,OUT013,702.0
FDP22,OUT046,902.0
FDS26,OUT018,3818.0
FDR52,OUT046,3079.0
DRJ13,OUT046,2549.0
FDU48,OUT027,3523.0
FDE29,OUT035,1125.0
NCT29,OUT049,2031.0
DRK37,OUT018,2722.0
FDK55,OUT046,1422.0
FDR07,OUT046,1532.0
FDO21,OUT027,5059.0
FDK46,OUT049,4227.0
FDB12,OUT045,1697.0
FDT31,OUT027,4447.0
FDJ33,OUT045,2001.0
FDC26,OUT027,3177.0
NCQ02,OUT045,2977.0
FDP08,OUT010,1157.0
FDB11,OUT027,5013.0
FDV55,OUT013,2354.0
FDW20,OUT049,2063.0
NCJ18,OUT019,-61.0
FDC41,OUT018,906.0
FDE14,OUT027,3131.0
FDG35,OUT013,2890.0
FDF45,OUT035,1173.0
FDS19,OUT027,2751.0
FDS58,OUT019,712.0
FDA26,OUT017,3625.0
FDM32,OUT049,1547.0
FDL45,OUT046,2020.0
FDZ55,OUT049,2655.0
FDY37,OUT049,2411.0
FDO46,OUT046,3097.0
FDQ60,OUT046,1941.0
FDA19,OUT018,1796.0
FDL15,OUT046,2452.0
FDM10,OUT018,3078.0
NCL05,OUT017,813.0
DRK49,OUT010,-1207.0
NCE18,OUT027,5427.0
FDG40,OUT049,679.0
DRI59,OUT045,3509.0
FDK28,OUT035,4209.0
NCD06,OUT019,-1175.0
FDO11,OUT019,2108.0
FDK27,OUT046,1925.0
FDT43,OUT027,2277.0
FDD38,OUT018,1414.0
FDA16,OUT049,3603.0
FDL14,OUT027,3943.0
NCM17,OUT049,811.0
FDD20,OUT045,1997.0
FDA40,OUT045,1449.0
FDL43,OUT045,1253.0
FDV15,OUT045,1601.0
FDE52,OUT046,1518.0
NCL17,OUT010,339.0
NCJ31,OUT045,3713.0
FDR60,OUT045,1233.0
NCA18,OUT035,1997.0
FDS21,OUT027,2529.0
FDW09,OUT035,1489.0
FDL26,OUT035,2621.0
FDS47,OUT018,1130.0
FDC39,OUT046,3268.0
FDT51,OUT035,2005.0
FDK40,OUT035,4361.0
NCG19,OUT045,3673.0
FDZ07,OUT046,1059.0
FDF08,OUT027,2921.0
FDO04,OUT013,954.0
FDK41,OUT018,1024.0
FDP15,OUT049,4143.0
NCD43,OUT018,1388.0
NCP18,OUT013,2382.0
FDZ51,OUT046,1556.0
DRH13,OUT035,1901.0
FDF38,OUT045,721.0
NCI43,OUT045,801.0
FDM38,OUT027,2377.0
FDS03,OUT013,1062.0
DRJ47,OUT017,2801.0
FDT50,OUT010,-335.0
FDV02,OUT046,2743.0
NCG18,OUT017,1757.0
FDW52,OUT046,2676.0
FDS40,OUT035,789.0
FDN31,OUT017,3117.0
FDA37,OUT045,1997.0
FDA15,OUT046,3961.0
FDL39,OUT046,2914.0
FDJ53,OUT045,1925.0
FDX22,OUT013,3406.0
NCZ42,OUT045,3769.0
FDD56,OUT027,4265.0
FDD40,OUT017,3221.0
FDS50,OUT013,3514.0
NCN14,OUT013,2922.0
FDT15,OUT013,2974.0
NCS18,OUT027,3171.0
NCO26,OUT010,-113.0
FDF58,OUT018,736.0
NCB19,OUT013,1386.0
FDH26,OUT017,2393.0
DRB24,OUT027,3879.0
FDA49,OUT018,1092.0
FDB32,OUT045,1529.0
FDI36,OUT017,3261.0
NCA17,OUT010,483.0
FDH22,OUT013,1994.0
NCM26,OUT018,2148.0
FDT15,OUT027,4397.0
FDB16,OUT018,1120.0
NCP54,OUT027,3415.0
FDJ36,OUT013,1682.0
FDO28,OUT045,1901.0
FDU09,OUT013,954.0
FDF29,OUT017,2209.0
FDY08,OUT013,2262.0
DRJ59,OUT018,340.0
FDT23,OUT027,2767.0
FDU15,OUT018,412.0
FDT47,OUT013,1642.0
FDI53,OUT019,666.0
FDR59,OUT018,3896.0
FDD53,OUT035,845.0
FDY51,OUT017,3569.0
FDT04,OUT049,739.0
FDU51,OUT049,2947.0
FDG14,OUT035,2633.0
NCU06,OUT045,3617.0
DRG25,OUT046,2957.0
DRH49,OUT035,1525.0
FDN15,OUT035,2397.0
FDL43,OUT018,952.0
NCT18,OUT049,2975.0
NCB31,OUT013,4102.0
FDK57,OUT035,2077.0
FDY04,OUT019,742.0
NCP54,OUT046,1945.0
FDF41,OUT013,3850.0
FDM01,OUT045,1673.0
FDW03,OUT045,1713.0
FDF28,OUT045,1997.0
FDY37,OUT017,2413.0
FDQ03,OUT017,3897.0
FDP51,OUT027,3397.0
FDJ40,OUT017,1925.0
FDC32,OUT049,1583.0
DRI49,OUT027,2711.0
NCW54,OUT017,997.0
FDF09,OUT017,741.0
FDP45,OUT018,3724.0
DRJ23,OUT018,2678.0
FDS59,OUT017,1921.0
FDY08,OUT046,2218.0
FDX16,OUT049,2459.0
FDY16,OUT018,2692.0
FDK32,OUT035,2653.0
FDQ22,OUT013,694.0
NCC31,OUT018,2188.0
FDG58,OUT049,2591.0
DRF48,OUT013,3038.0
DRH36,OUT049,1295.0
NCR30,OUT035,1373.0
FDB03,OUT019,1906.0
FDZ28,OUT027,3509.0
FDR35,OUT017,3253.0
DRD15,OUT027,5103.0
FDJ33,OUT019,104.0
FDA56,OUT010,27.0
FDP56,OUT046,795.0
NCT30,OUT046,769.0
FDK15,OUT017,1685.0
FDH44,OUT018,2112.0
FDV01,OUT013,2526.0
DRG03,OUT017,2505.0
FDG50,OUT027,2895.0
FDR16,OUT010,1513.0
FDZ60,OUT046,1705.0
DRG03,OUT045,2425.0
FDS56,OUT018,3930.0
FDU33,OUT045,749.0
DRD27,OUT035,1777.0
FDW22,OUT046,3593.0
DRA24,OUT045,2617.0
FDF38,OUT049,815.0
FDX48,OUT013,2522.0
FDS58,OUT018,2332.0
FDC32,OUT046,1476.0
NCQ29,OUT045,4089.0
DRK39,OUT018,1076.0
NCS38,OUT017,1917.0
DRO47,OUT013,1790.0
DRG27,OUT027,2127.0
FDC57,OUT027,4521.0
FDS55,OUT046,2330.0
NCJ06,OUT018,1612.0
FDO01,OUT019,228.0
NCM55,OUT045,2913.0
FDC52,OUT049,2595.0
FDQ15,OUT045,1305.0
NCT30,OUT027,2203.0
NCR42,OUT027,1987.0
FDD28,OUT035,1121.0
FDQ34,OUT049,1739.0
FDZ12,OUT027,3709.0
DRE13,OUT019,-515.0
NCN07,OUT019,213.0
FDM28,OUT035,3029.0
FDI10,OUT017,2861.0
FDQ25,OUT013,2782.0
FDA38,OUT010,1903.0
DRI13,OUT049,3531.0
FDY20,OUT027,2935.0
NCZ53,OUT035,3125.0
NCM31,OUT013,2298.0
DRB01,OUT017,3077.0
DRF37,OUT046,4147.0
NCF42,OUT049,2855.0
FDF16,OUT018,2062.0
FDB41,OUT013,838.0
FDR34,OUT013,3674.0
FDR15,OUT018,2234.0
NCV42,OUT019,-117.0
FDW51,OUT035,3557.0
FDU36,OUT017,1669.0
FDX60,OUT049,1407.0
FDY03,OUT035,2009.0
FDW55,OUT045,3985.0
FDT01,OUT010,1439.0
FDG58,OUT013,2526.0
FDK21,OUT017,4049.0
NCS41,OUT019,1001.0
FDS10,OUT045,2885.0
NCT53,OUT046,2621.0
FDJ28,OUT018,2752.0
FDX44,OUT045,1401.0
FDT20,OUT018,356.0
FDO44,OUT017,1861.0
NCX17,OUT049,3787.0
FDY01,OUT017,1973.0
FDJ12,OUT027,4813.0
DRK35,OUT018,304.0
FDD47,OUT019,762.0
NCM53,OUT035,1853.0
FDO45,OUT013,1482.0
NCM42,OUT010,-167.0
FDE04,OUT046,2918.0
NCI30,OUT027,5339.0
FDZ19,OUT013,2778.0
FDW57,OUT013,2882.0
FDA25,OUT013,1710.0
FDT22,OUT046,945.0
FDP51,OUT013,1958.0
FDD48,OUT027,3309.0
FDY39,OUT035,3117.0
FDO48,OUT010,1653.0
FDD23,OUT027,4441.0
DRN35,OUT027,2047.0
FDT01,OUT035,3565.0
FDC20,OUT010,-1003.0
DRJ35,OUT035,1189.0
FDB32,OUT046,1513.0
FDL24,OUT046,2814.0
NCV42,OUT035,1957.0
FDZ46,OUT046,1751.0
FDC15,OUT013,2454.0
FDD08,OUT019,-1262.0
FDY50,OUT049,1515.0
FDD36,OUT013,1934.0
FDG57,OUT027,2243.0
FDL21,OUT018,454.0
FDN16,OUT027,3123.0
FDJ09,OUT027,2231.0
FDS01,OUT010,949.0
FDV33,OUT017,4265.0
DRE12,OUT017,1921.0
FDR07,OUT013,1570.0
FDP48,OUT010,1039.0
NCB55,OUT035,1061.0
FDQ08,OUT013,1050.0
FDR34,OUT035,3877.0
FDO33,OUT046,1792.0
FDP13,OUT045,645.0
FDX12,OUT049,4007.0
NCT06,OUT049,2747.0
FDR16,OUT019,1472.0
FDE36,OUT046,2678.0
FDZ36,OUT049,3079.0
FDV13,OUT045,1465.0
NCZ17,OUT035,757.0
FDU56,OUT045,2933.0
FDM09,OUT035,2909.0
FDV02,OUT017,2825.0
FDS34,OUT018,1560.0
FDA11,OUT049,1635.0
FDP09,OUT017,3449.0
FDB29,OUT027,3329.0
FDT19,OUT017,2857.0
DRH15,OUT017,805.0
FDY38,OUT046,3723.0
FDF14,OUT027,3873.0
FDN48,OUT010,-435.0
FDQ12,OUT013,3670.0
NCJ43,OUT045,2737.0
FDE17,OUT019,586.0
FDB05,OUT035,4085.0
FDH10,OUT045,3037.0
NCR06,OUT017,781.0
FDU32,OUT018,1678.0
FDD56,OUT049,2883.0
FDO36,OUT018,2580.0
FDH16,OUT010,-447.0
FDX10,OUT018,340.0
FDZ37,OUT017,1589.0
FDU31,OUT010,1581.0
DRC49,OUT049,2343.0
FDL15,OUT045,2409.0
FDN32,OUT019,1022.0
DRH59,OUT027,2641.0
NCU29,OUT049,2439.0
FDR37,OUT019,1016.0
FDS14,OUT018,2214.0
FDU02,OUT027,5019.0
FDJ08,OUT035,3201.0
NCZ06,OUT045,3969.0
FDO31,OUT049,1467.0
FDH31,OUT018,1436.0
FDS58,OUT017,2701.0
NCA53,OUT027,2259.0
FDF50,OUT046,3128.0
NCW42,OUT049,3611.0
NCQ17,OUT045,2433.0
FDK51,OUT018,3904.0
NCW41,OUT010,603.0
NCR29,OUT017,981.0
FDB08,OUT019,674.0
FDA40,OUT027,2871.0
FDL14,OUT018,2266.0
FDB47,OUT046,3279.0
FDO03,OUT035,3837.0
DRK13,OUT019,1175.0
FDX13,OUT010,2009.0
FDF52,OUT046,2901.0
FDT11,OUT013,3058.0
FDB08,OUT013,2582.0
FDQ28,OUT018,2234.0
FDD29,OUT045,3989.0
NCQ29,OUT027,5547.0
NCO02,OUT013,1070.0
FDR56,OUT010,1203.0
NCM54,OUT049,2091.0
FDP51,OUT035,2069.0
FDT38,OUT013,1390.0
FDZ20,OUT018,3718.0
FDJ53,OUT013,1938.0
FDX13,OUT049,4043.0
FDP58,OUT035,3633.0
NCK31,OUT019,-1049.0
FDA35,OUT018,1730.0
FDV37,OUT018,2894.0
NCO07,OUT027,4823.0
FDA20,OUT045,2957.0
FDZ59,OUT035,2865.0
NCY17,OUT017,821.0
FDQ28,OUT035,2649.0
FDV35,OUT017,2525.0
FDQ36,OUT013,658.0
FDD34,OUT018,2320.0
FDK51,OUT045,4193.0
FDV31,OUT035,2945.0
FDR04,OUT035,1725.0
FDR14,OUT049,963.0
DRC36,OUT010,893.0
FDE39,OUT019,38.0
FDP57,OUT049,1783.0
FDE57,OUT046,2262.0
NCN18,OUT046,1783.0
NCQ05,OUT018,2116.0
FDW47,OUT035,2081.0
FDV46,OUT035,2385.0
NCP29,OUT045,977.0
FDE09,OUT018,1492.0
NCU06,OUT027,5055.0
FDT19,OUT010,835.0
DRF15,OUT017,2513.0
DRI51,OUT013,2726.0
NCX54,OUT013,1682.0
DRE01,OUT013,3786.0
NCB07,OUT045,3057.0
FDU50,OUT035,2049.0
FDG40,OUT035,741.0
FDW10,OUT018,2502.0
FDX51,OUT013,3154.0
NCP17,OUT045,1041.0
FDP21,OUT035,3197.0
FDL04,OUT045,1653.0
FDV23,OUT013,1978.0
FDF24,OUT046,1370.0
FDH56,OUT027,3305.0
FDB51,OUT049,1119.0
FDI58,OUT027,3021.0
FDR20,OUT013,870.0
FDC51,OUT018,1746.0
FDB16,OUT027,2843.0
FDE40,OUT049,1131.0
NCM17,OUT035,869.0
FDU56,OUT035,3117.0
FDS32,OUT019,414.0
FDX02,OUT049,3655.0
FDT39,OUT027,3931.0
FDE35,OUT017,1089.0
NCI42,OUT019,1439.0
DRL23,OUT046,1697.0
FDA10,OUT046,1932.0
FDA11,OUT013,1558.0
NCM06,OUT046,2441.0
NCT05,OUT035,4237.0
NCQ02,OUT010,1061.0
NCY06,OUT049,2155.0
FDY56,OUT035,3757.0
FDL02,OUT035,1873.0
NCI06,OUT035,2981.0
FDQ14,OUT045,2365.0
FDQ12,OUT017,3705.0
FDP36,OUT046,898.0
FDK21,OUT027,5419.0
FDO40,OUT045,2345.0
NCK54,OUT019,-63.0
FDY09,OUT018,2526.0
NCW30,OUT049,4227.0
NCC55,OUT027,2047.0
FDE58,OUT018,1620.0
FDR39,OUT013,2938.0
FDU28,OUT049,3103.0
FDH08,OUT017,3705.0
FDG35,OUT045,2853.0
FDG22,OUT049,747.0
FDC34,OUT035,2665.0
FDP15,OUT018,3744.0
FDK34,OUT010,1887.0
FDU45,OUT035,2065.0
FDQ04,OUT027,2099.0
FDX22,OUT018,3084.0
FDB45,OUT017,1765.0
NCH43,OUT027,4851.0
DRE60,OUT046,3501.0
FDD17,OUT027,5185.0
NCM54,OUT017,2117.0
NCH55,OUT013,2050.0
NCT06,OUT017,2717.0
FDA48,OUT027,4931.0
FDY58,OUT027,5051.0
FDO25,OUT045,3305.0
FDN50,OUT045,1577.0
FDH35,OUT035,2793.0
FDK09,OUT045,3565.0
FDO16,OUT013,1362.0
FDW11,OUT045,1025.0
FDU47,OUT027,3715.0
NCQ42,OUT010,133.0
FDK55,OUT027,2887.0
FDN08,OUT049,2007.0
FDT57,OUT045,3753.0
FDJ12,OUT018,3048.0
DRL59,OUT017,953.0
NCN53,OUT046,583.0
FDO51,OUT010,-1121.0
FDK56,OUT017,3073.0
FDY12,OUT035,1053.0
FDU15,OUT035,845.0
FDQ19,OUT046,3908.0
DRF15,OUT045,2433.0
DRE25,OUT019,-442.0
FDK57,OUT018,1620.0
FDD33,OUT010,1745.0
FDR34,OUT027,5119.0
FDU04,OUT045,1961.0
FDE35,OUT019,-838.0
NCD31,OUT035,2749.0
FDJ56,OUT035,1725.0
NCU53,OUT046,2615.0
FDD39,OUT035,3561.0
NCU17,OUT019,-257.0
FDJ20,OUT046,1997.0
NCW41,OUT018,2212.0
FDL52,OUT035,857.0
FDS39,OUT035,2425.0
DRJ47,OUT045,2733.0
FDP13,OUT010,-1257.0
DRK39,OUT010,-563.0
FDF28,OUT010,143.0
FDB09,OUT045,1981.0
FDM51,OUT046,1672.0
DRM49,OUT018,478.0
DRF23,OUT013,2790.0
DRH01,OUT035,2877.0
FDH12,OUT027,3145.0
FDA28,OUT019,150.0
FDW37,OUT018,1158.0
FDF02,OUT046,1648.0
DRL37,OUT046,719.0
NCF43,OUT046,2265.0
FDH08,OUT010,1699.0
FDR34,OUT019,1798.0
NCK19,OUT049,3167.0
NCD55,OUT018,416.0
FDT27,OUT049,3835.0
FDQ57,OUT045,2353.0
FDA47,OUT035,2781.0
DRG15,OUT027,2471.0
FDE05,OUT018,2092.0
FDN46,OUT046,1642.0
FDX27,OUT027,2971.0
FDT51,OUT045,1813.0
FDU33,OUT013,778.0
FDJ16,OUT027,2399.0
FDD20,OUT019,112.0
FDT36,OUT049,667.0
DRF15,OUT027,3863.0
FDN52,OUT010,-499.0
FDC22,OUT027,4497.0
FDX15,OUT045,2509.0
FDT13,OUT013,3006.0
FDU04,OUT017,2065.0
FDU31,OUT019,1580.0
FDW59,OUT027,2839.0
NCO29,OUT046,2617.0
FDL15,OUT035,2585.0
FDI41,OUT049,2463.0
FDQ48,OUT049,1747.0
DRI39,OUT013,906.0
FDI08,OUT013,4034.0
FDC21,OUT049,1911.0
FDF58,OUT035,1205.0
FDS08,OUT010,893.0
FDE47,OUT045,1957.0
NCP18,OUT019,527.0
NCR41,OUT013,1582.0
FDA27,OUT013,4098.0
FDA43,OUT035,3233.0
FDA49,OUT045,1373.0
NCE55,OUT018,2508.0
DRM49,OUT027,2225.0
FDF22,OUT027,4827.0
FDQ15,OUT018,1036.0
NCS54,OUT017,2869.0
NCY05,OUT013,618.0
FDR45,OUT046,3805.0
FDK57,OUT049,2047.0
FDF41,OUT010,1949.0
FDV21,OUT046,1971.0
FDD51,OUT046,747.0
FDF33,OUT046,1778.0
FDA38,OUT046,3775.0
FDR56,OUT045,3121.0
NCN41,OUT017,2021.0
FDC60,OUT027,2883.0
FDB47,OUT045,3273.0
DRH01,OUT013,2778.0
FDW08,OUT046,1670.0
FDF38,OUT027,2161.0
FDY32,OUT017,2653.0
FDG34,OUT049,1919.0
FDG47,OUT019,2208.0
NCF18,OUT035,3141.0
FDL39,OUT019,1010.0
NCH55,OUT035,2173.0
DRJ35,OUT049,1091.0
FDS44,OUT035,3965.0
DRE01,OUT018,3466.0
FDY39,OUT013,2994.0
FDY32,OUT018,2248.0
FDR33,OUT027,3227.0
NCP50,OUT049,1419.0
FDZ47,OUT018,1352.0
FDU57,OUT049,2555.0
FDY44,OUT013,3166.0
DRH59,OUT018,900.0
FDB03,OUT027,5247.0
FDY46,OUT045,2957.0
FDM39,OUT045,2793.0
FDY36,OUT035,1389.0
NCM55,OUT035,3069.0
FDJ50,OUT010,-1037.0
DRL60,OUT013,2410.0
NCJ54,OUT049,3767.0
FDX59,OUT017,665.0
FDI07,OUT013,3234.0
DRF51,OUT010,-1335.0
FDM14,OUT017,1869.0
FDP21,OUT045,3017.0
FDE40,OUT035,1233.0
FDE05,OUT035,2569.0
FDM13,OUT027,3559.0
FDC34,OUT027,3943.0
NCI55,OUT018,1676.0
NCE43,OUT018,2352.0
FDW58,OUT018,1448.0
FDG60,OUT045,3693.0
FDV31,OUT017,2885.0
FDR47,OUT013,3094.0
FDM60,OUT019,-1150.0
NCF06,OUT018,3788.0
NCN26,OUT027,3319.0
FDQ59,OUT049,1547.0
FDF09,OUT046,630.0
NCS06,OUT017,4277.0
FDT44,OUT046,1876.0
FDI19,OUT017,3965.0
FDT22,OUT017,1053.0
NCF54,OUT027,4139.0
DRG25,OUT045,2941.0
FDB59,OUT017,3241.0
FDQ37,OUT017,3161.0
FDP56,OUT035,961.0
FDW44,OUT035,2949.0
FDJ26,OUT010,1517.0
FDU43,OUT018,3516.0
FDW33,OUT045,1653.0
NCX53,OUT027,3731.0
FDN56,OUT010,417.0
DRF15,OUT049,2523.0
FDO33,OUT017,1917.0
FDZ39,OUT010,-187.0
NCJ19,OUT017,973.0
FDU01,OUT035,3165.0
FDT12,OUT035,3769.0
NCM18,OUT018,692.0
FDP19,OUT017,2129.0
NCR42,OUT049,655.0
FDN10,OUT046,1908.0
FDG44,OUT017,997.0
FDQ10,OUT046,2730.0
DRH13,OUT049,1791.0
FDT52,OUT013,3938.0
FDM56,OUT045,1757.0
NCO43,OUT010,-287.0
NCV29,OUT035,2981.0
NCF06,OUT013,4126.0
FDO50,OUT035,1649.0
FDT59,OUT013,3666.0
FDX40,OUT027,2047.0
FDE50,OUT017,3109.0
FDX51,OUT017,3273.0
NCD30,OUT018,1296.0
FDK15,OUT013,1614.0
FDL12,OUT045,1005.0
FDK46,OUT017,4201.0
DRH49,OUT010,-593.0
FDQ57,OUT046,2368.0
FDY59,OUT017,1613.0
FDO09,OUT018,3872.0
NCG30,OUT035,2149.0
FDM09,OUT017,2805.0
NCN17,OUT027,3067.0
NCS42,OUT013,1450.0
FDD02,OUT019,14.0
FDE34,OUT013,2902.0
FDU38,OUT045,3025.0
FDB33,OUT046,2513.0
NCJ29,OUT017,1493.0
FDZ27,OUT035,989.0
FDI40,OUT013,1642.0
FDG22,OUT013,706.0
FDT51,OUT017,1925.0
FDF20,OUT018,2856.0
FDV50,OUT035,2109.0
FDT02,OUT049,739.0
DRC49,OUT017,2381.0
FDF26,OUT049,2567.0
FDV52,OUT035,2093.0
FDX59,OUT049,695.0
FDV25,OUT035,3689.0
FDW23,OUT027,2079.0
FDE53,OUT018,1440.0
FDA19,OUT017,2177.0
FDH22,OUT046,1991.0
NCO41,OUT013,1590.0
FDX12,OUT017,3985.0
FDF17,OUT013,3142.0
FDS11,OUT045,3549.0
FDR51,OUT035,2581.0
FDT49,OUT010,-259.0
FDC56,OUT013,1918.0
FDR13,OUT027,3357.0
FDQ60,OUT035,2117.0
FDN38,OUT049,4059.0
NCL29,OUT013,2494.0
FDO13,OUT027,4047.0
FDE26,OUT018,1982.0
FDA31,OUT010,789.0
FDX14,OUT035,1377.0
FDA34,OUT045,2769.0
FDF26,OUT013,2506.0
FDE38,OUT045,2633.0
DRI11,OUT046,1809.0
FDQ60,OUT027,3367.0
FDL21,OUT027,2165.0
DRC12,OUT027,4485.0
FDC47,OUT046,3578.0
FDE57,OUT045,2229.0
FDT14,OUT045,1925.0
NCZ53,OUT046,3003.0
FDE28,OUT018,3380.0
FDR19,OUT035,2469.0
NCF54,OUT019,841.0
FDZ08,OUT046,1358.0
NCJ05,OUT018,2156.0
FDF59,OUT046,2026.0
NCO05,OUT035,1765.0
FDW24,OUT018,526.0
NCX42,OUT018,2348.0
NCA53,OUT035,973.0
FDI45,OUT019,918.0
FDG46,OUT046,1859.0
FDM20,OUT010,1951.0
FDW11,OUT010,-913.0
FDX08,OUT035,3013.0
NCK17,OUT035,845.0
FDK32,OUT018,2178.0
NCA42,OUT035,2717.0
DRI01,OUT035,2893.0
NCL55,OUT049,4107.0
DRE25,OUT018,1208.0
FDD14,OUT017,2957.0
FDB10,OUT046,3729.0
DRN11,OUT035,2433.0
FDP38,OUT018,550.0
NCA30,OUT017,3053.0
FDT15,OUT017,3069.0
NCP55,OUT018,664.0
FDF12,OUT035,2525.0
FDM21,OUT018,3752.0
FDX56,OUT035,3473.0
FDF10,OUT017,2441.0
FDT32,OUT045,3029.0
FDM51,OUT018,1400.0
NCR50,OUT018,2172.0
FDI19,OUT049,3943.0
FDX21,OUT017,1805.0
FDR31,OUT035,2525.0
FDY02,OUT013,4182.0
NCA29,OUT045,2697.0
NCX17,OUT046,3637.0
FDM12,OUT045,3041.0
FDI53,OUT027,4021.0
NCU30,OUT049,2711.0
FDC56,OUT027,3355.0
FDK27,OUT018,1690.0
NCK18,OUT017,2749.0
FDB52,OUT019,2180.0
DRG25,OUT027,4435.0
FDZ13,OUT049,979.0
FDB57,OUT019,1704.0
FDR40,OUT046,1406.0
NCO14,OUT019,-1165.0
NCN19,OUT045,3017.0
FDQ28,OUT019,614.0
FDO13,OUT018,2324.0
FDK48,OUT013,1282.0
FDU07,OUT018,2132.0
FDW20,OUT046,1988.0
FDV12,OUT010,-287.0
FDH24,OUT013,2546.0
FDV59,OUT049,3531.0
FDK57,OUT045,1913.0
FDL16,OUT027,2153.0
NCQ17,OUT046,2441.0
FDJ15,OUT018,2702.0
FDX24,OUT049,1627.0
FDT47,OUT046,1613.0
FDT10,OUT049,1139.0
FDZ37,OUT018,1200.0
FDW43,OUT027,5129.0
DRN36,OUT017,1629.0
FDJ14,OUT045,1353.0
FDA32,OUT013,3470.0
FDJ38,OUT019,1184.0
FDQ57,OUT017,2445.0
NCQ41,OUT019,1127.0
FDG56,OUT049,1123.0
DRC13,OUT027,3485.0
FDV55,OUT035,2473.0
FDQ49,OUT045,2545.0
FDE29,OUT010,-985.0
FDR03,OUT013,3346.0
FDD45,OUT049,1583.0
FDN38,OUT010,2041.0
FDT56,OUT046,974.0
FDT48,OUT045,3193.0
FDU03,OUT049,3015.0
FDC56,OUT010,-59.0
NCO43,OUT027,3035.0
FDQ27,OUT017,1785.0
FDR03,OUT046,3344.0
DRH23,OUT010,-1105.0
FDG22,OUT045,677.0
NCJ42,OUT013,1682.0
FDR24,OUT046,1503.0
FDW60,OUT035,3025.0
FDJ08,OUT013,3014.0
DRL59,OUT018,566.0
FDG60,OUT010,1755.0
FDW27,OUT017,2597.0
FDX14,OUT018,948.0
FDC20,OUT013,950.0
NCS29,OUT018,3848.0
FDJ56,OUT046,1568.0
FDB20,OUT019,-660.0
FDL28,OUT027,5123.0
FDW01,OUT018,2122.0
FDL03,OUT046,3198.0
FDX22,OUT049,3467.0
FDJ21,OUT035,2525.0
FDR31,OUT045,2381.0
FDG21,OUT035,2601.0
FDS22,OUT027,2217.0
FDK08,OUT035,1789.0
FDE17,OUT018,2178.0
NCN30,OUT017,1629.0
FDT50,OUT046,1596.0
NCX42,OUT049,2703.0
FDJ12,OUT035,3509.0
NCA18,OUT027,3307.0
FDP23,OUT019,1556.0
FDX12,OUT013,3898.0
FDN40,OUT018,2146.0
FDV48,OUT035,1485.0
NCY54,OUT013,2694.0
FDL16,OUT010,-1233.0
FDR45,OUT018,3520.0
